title                    	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	Lsym	Laa	Gravy	Aromo	
YGR136W                  	0.4521	0.1649	0.4249	0.2155	0.120	0.018	0.401	50.10	0.295	0.430	237	241	-0.651452	0.099585	
YGR137W                  	0.2818	0.3182	0.3295	0.2963	0.070	-0.027	0.361	58.02	0.496	0.444	119	124	0.165323	0.080645	
YGR138C                  	0.5030	0.2545	0.2759	0.1667	0.310	0.402	0.636	41.80	0.343	0.426	580	614	0.257003	0.118893	
YGR139W                  	0.3924	0.2025	0.6154	0.1818	0.098	-0.146	0.364	47.59	0.262	0.277	107	112	-0.169643	0.133929	
YGR140W                  	0.4189	0.2178	0.4702	0.2529	0.140	0.006	0.423	51.53	0.335	0.362	930	956	-0.723536	0.109833	
YGR141W                  	0.3956	0.2170	0.4562	0.2241	0.115	-0.000	0.394	51.68	0.335	0.421	436	467	-0.530407	0.149893	
YGR142W                  	0.4498	0.1972	0.4601	0.2569	0.183	0.115	0.484	45.36	0.323	0.368	405	410	-0.970976	0.073171	
YGR143W                  	0.4618	0.2156	0.3907	0.2012	0.137	0.076	0.447	48.54	0.321	0.404	742	771	-0.636316	0.123217	
YGR144W                  	0.4981	0.3123	0.2551	0.1404	0.423	0.504	0.702	39.59	0.372	0.446	312	326	0.025153	0.070552	
YGR145W                  	0.4579	0.2262	0.4457	0.1942	0.222	0.200	0.531	46.51	0.311	0.378	689	707	-0.967468	0.086280	
YGR146C                  	0.4171	0.2571	0.3600	0.2643	0.167	0.085	0.450	51.24	0.392	0.385	209	211	-0.790995	0.061611	
YGR146CA                	0.4898	0.2245	0.2121	0.3000	0.096	-0.067	0.353	60.60	0.392	0.409	 51	 53	0.960377	0.226415	
YGR147C                  	0.3272	0.2765	0.3587	0.3186	0.096	0.009	0.406	58.92	0.453	0.434	276	288	-0.377778	0.079861	
YGR148C                  	0.4112	0.3364	0.3162	0.2308	0.756	0.807	0.882	27.52	0.431	0.432	153	155	-1.014839	0.058065	
YGR149W                  	0.4006	0.2745	0.4224	0.2317	0.150	0.041	0.441	58.12	0.373	0.363	415	432	-0.127315	0.180556	
YGR150C                  	0.3932	0.2273	0.4958	0.2263	0.137	0.003	0.420	51.76	0.329	0.352	820	864	-0.493866	0.105324	
YGR151C                  	0.2442	0.2442	0.5595	0.2278	0.080	-0.051	0.346	48.70	0.364	0.366	107	111	-0.473874	0.045045	
YGR152C                  	0.3902	0.2049	0.4429	0.2266	0.138	0.090	0.464	49.39	0.332	0.391	265	272	-0.505882	0.058824	
YGR153W                  	0.3765	0.2407	0.4706	0.2727	0.107	-0.022	0.403	50.37	0.370	0.393	211	217	-0.855761	0.096774	
YGR154C                  	0.4085	0.2324	0.3721	0.3030	0.150	0.076	0.457	51.83	0.391	0.384	348	356	-0.328933	0.123596	
YGR155W                  	0.4653	0.2946	0.2927	0.2219	0.346	0.395	0.644	40.25	0.394	0.404	497	507	-0.331756	0.072978	
YGR156W                  	0.3512	0.2440	0.4590	0.2027	0.122	0.075	0.450	49.73	0.345	0.405	411	425	-0.438588	0.049412	
YGR157W                  	0.4845	0.1935	0.3740	0.2377	0.170	0.106	0.482	46.13	0.317	0.349	830	869	-0.037284	0.151899	
YGR158C                  	0.4129	0.2786	0.4022	0.1667	0.142	0.059	0.440	54.72	0.349	0.407	241	250	-0.358000	0.064000	
YGR159C                  	0.5131	0.3039	0.3639	0.1070	0.493	0.568	0.738	35.14	0.314	0.434	408	414	-1.288647	0.057971	
YGR160W                  	0.4417	0.1779	0.4094	0.2603	0.187	0.090	0.450	53.31	0.335	0.407	200	203	-0.524631	0.083744	
YGR161C                  	0.3213	0.3077	0.3905	0.1777	0.144	0.190	0.492	49.79	0.402	0.459	256	263	-0.774525	0.026616	
YGR161CC                	0.4298	0.2528	0.4164	0.1701	0.145	0.062	0.449	56.30	0.329	0.409	425	440	-0.824546	0.079545	
YGR161CD                	0.4110	0.2555	0.4639	0.1481	0.140	0.044	0.441	50.76	0.312	0.383	1709	1755	-0.639487	0.080912	
YGR161WA                	0.4273	0.2413	0.4762	0.1502	0.176	0.128	0.491	47.74	0.300	0.387	424	438	-0.801370	0.082192	
YGR161WB                	0.4182	0.2370	0.4917	0.1506	0.151	0.052	0.449	48.93	0.294	0.370	1725	1770	-0.693503	0.082486	
YGR161WC                	0.3699	0.3288	0.3134	0.2540	0.087	-0.064	0.352	61.00	0.455	0.464	 88	 92	-0.346739	0.086957	
YGR162W                  	0.4557	0.2322	0.4064	0.2064	0.254	0.324	0.598	42.96	0.332	0.414	928	952	-1.126681	0.057773	
YGR163W                  	0.4727	0.1818	0.3361	0.3146	0.116	-0.073	0.377	50.71	0.356	0.378	329	341	-0.024633	0.085044	
YGR164W                  	0.4674	0.1848	0.3636	0.3077	0.119	-0.029	0.417	53.80	0.343	0.366	108	111	-0.368468	0.117117	
YGR165W                  	0.4238	0.1859	0.4091	0.2590	0.145	0.107	0.463	49.48	0.341	0.392	337	345	-0.720000	0.098551	
YGR166W                  	0.4301	0.2227	0.4040	0.2369	0.116	-0.010	0.406	53.42	0.344	0.365	547	560	-0.394643	0.091071	
YGR167W                  	0.5060	0.2651	0.3916	0.2403	0.228	0.133	0.500	49.43	0.352	0.406	230	233	-1.212875	0.068670	
YGR168C                  	0.3490	0.2450	0.4644	0.2522	0.119	-0.022	0.407	51.45	0.365	0.341	359	376	0.131649	0.138298	
YGR169C                  	0.4138	0.1975	0.3787	0.3111	0.125	0.047	0.443	51.27	0.374	0.403	393	404	-0.426980	0.094059	
YGR169CA                	0.2979	0.1702	0.5422	0.2530	0.133	0.039	0.398	39.89	0.330	0.442	 88	 92	-1.676087	0.021739	
YGR170W                  	0.4180	0.2112	0.4518	0.2198	0.130	0.004	0.418	52.74	0.321	0.378	1104	1138	-0.551582	0.095782	
YGR171C                  	0.4148	0.2444	0.4358	0.2195	0.141	0.050	0.445	52.61	0.342	0.378	555	575	-0.460870	0.113043	
YGR172C                  	0.4730	0.2117	0.3333	0.1911	0.152	0.129	0.471	52.64	0.321	0.378	240	248	0.485484	0.133065	
YGR173W                  	0.4533	0.2145	0.3825	0.2222	0.206	0.188	0.519	45.03	0.333	0.402	360	368	-0.361956	0.065217	
YGR174C                  	0.3784	0.1892	0.3669	0.3566	0.109	0.048	0.431	59.54	0.419	0.443	160	170	-0.848235	0.094118	
YGR174WA                	0.5000	0.1000	0.5789	0.2222	0.073	-0.292	0.222	*****	0.222	0.310	 27	 28	0.114286	0.214286	
YGR175C                  	0.4768	0.2787	0.2865	0.2025	0.441	0.527	0.718	35.98	0.376	0.413	479	496	-0.008266	0.086694	
YGR176W                  	0.3232	0.2323	0.3667	0.2738	0.059	-0.045	0.324	50.43	0.414	0.507	111	115	-0.581739	0.104348	
YGR177C                  	0.3977	0.3218	0.3479	0.2485	0.168	0.133	0.492	56.31	0.425	0.406	522	535	-0.370280	0.132710	
YGR178C                  	0.4688	0.2210	0.3597	0.2196	0.168	0.120	0.471	46.85	0.340	0.422	688	722	-0.845568	0.066482	
YGR179C                  	0.4246	0.1965	0.4623	0.2624	0.116	-0.013	0.406	52.89	0.332	0.376	392	406	-1.009113	0.059113	
YGR180C                  	0.3665	0.4462	0.3205	0.2286	0.497	0.546	0.740	36.14	0.489	0.412	327	345	-0.418261	0.136232	
YGR181W                  	0.3457	0.3333	0.3735	0.2162	0.216	0.269	0.569	42.69	0.422	0.444	102	105	-0.276191	0.057143	
YGR182C                  	0.3838	0.2020	0.5122	0.1857	0.082	-0.107	0.345	45.69	0.292	0.345	113	117	0.210256	0.136752	
YGR183C                  	0.5185	0.2407	0.4524	0.0769	0.185	0.028	0.444	36.54	0.254	0.379	 63	 66	-0.230303	0.181818	
YGR184C                  	0.4465	0.2036	0.4436	0.2290	0.146	0.026	0.432	49.55	0.315	0.367	1896	1950	-0.372974	0.103077	
YGR185C                  	0.4000	0.3017	0.3696	0.2305	0.302	0.353	0.615	42.35	0.401	0.409	384	394	-0.312437	0.086294	
YGR186W                  	0.4446	0.1900	0.4316	0.2360	0.147	0.061	0.442	47.79	0.321	0.406	713	735	-1.036599	0.050340	
YGR187C                  	0.4533	0.2000	0.4414	0.2239	0.184	0.072	0.455	48.08	0.309	0.363	382	394	-0.263198	0.071066	
YGR188C                  	0.3837	0.2145	0.4834	0.2366	0.113	-0.021	0.401	52.34	0.333	0.377	989	1021	-0.682076	0.092067	
YGR189C                  	0.4460	0.2782	0.3088	0.1311	0.233	0.335	0.600	41.84	0.350	0.435	492	507	-0.303550	0.078895	
YGR190C                  	0.4660	0.1262	0.3976	0.2785	0.092	-0.067	0.362	51.90	0.302	0.377	116	121	0.033884	0.115702	
YGR191W                  	0.4630	0.2276	0.3355	0.1646	0.194	0.203	0.516	47.93	0.321	0.409	576	603	0.298508	0.109453	
YGR192C                  	0.4058	0.4348	0.1772	0.1915	0.924	0.926	0.957	24.12	0.512	0.472	322	332	-0.107229	0.072289	
YGR193C                  	0.3677	0.2516	0.4639	0.2068	0.159	0.084	0.459	48.80	0.347	0.398	401	410	-0.410488	0.068293	
YGR194C                  	0.4338	0.2372	0.3773	0.2556	0.142	0.056	0.442	51.36	0.368	0.402	579	600	-0.408167	0.088333	
YGR195W                  	0.3503	0.2741	0.3990	0.2081	0.139	0.112	0.462	51.61	0.381	0.415	236	246	-0.283333	0.044715	
YGR196C                  	0.4644	0.2055	0.4303	0.2361	0.128	-0.030	0.401	52.07	0.324	0.394	799	817	-1.249449	0.050184	
YGR197C                  	0.3947	0.2632	0.3291	0.2578	0.133	0.111	0.463	55.27	0.406	0.424	520	547	-0.006033	0.120658	
YGR198W                  	0.4233	0.2380	0.4313	0.2548	0.134	0.005	0.420	55.08	0.355	0.361	791	817	-0.334517	0.123623	
YGR199W                  	0.4457	0.2010	0.4157	0.2232	0.126	-0.010	0.407	51.44	0.317	0.379	713	759	-0.052833	0.154150	
YGR200C                  	0.4652	0.1799	0.4190	0.2115	0.180	0.123	0.482	45.87	0.294	0.389	751	788	-0.290355	0.097716	
YGR201C                  	0.4368	0.2414	0.2788	0.3442	0.146	0.146	0.488	54.81	0.438	0.436	217	225	-0.365778	0.124444	
YGR202C                  	0.3480	0.3260	0.3498	0.3357	0.157	0.106	0.477	57.60	0.480	0.422	417	424	-1.151415	0.077830	
YGR203W                  	0.2627	0.2797	0.2547	0.4563	0.056	-0.019	0.355	48.18	0.580	0.545	138	148	-0.583108	0.108108	
YGR204CA                	0.5758	0.2121	0.1667	0.2000	0.120	0.004	0.412	58.86	0.324	0.369	 34	 37	0.689189	0.270270	
YGR204W                  	0.3673	0.3608	0.2861	0.2160	0.277	0.384	0.631	44.85	0.461	0.469	925	946	-0.124313	0.058140	
YGR205W                  	0.3700	0.3172	0.3889	0.2640	0.166	0.105	0.482	57.20	0.425	0.393	280	290	-0.414483	0.120690	
YGR206W                  	0.4054	0.2297	0.4857	0.2388	0.154	0.080	0.454	58.66	0.340	0.383	 97	101	-0.940594	0.108911	
YGR207C                  	0.4404	0.1813	0.3972	0.2606	0.178	0.160	0.512	48.43	0.331	0.381	254	261	-0.195019	0.026820	
YGR208W                  	0.4110	0.3136	0.3680	0.2212	0.205	0.179	0.526	49.18	0.397	0.410	302	309	-0.172168	0.064725	
YGR209C                  	0.4750	0.3250	0.3291	0.1216	0.425	0.501	0.707	42.65	0.354	0.433	 99	104	0.143269	0.096154	
YGR210C                  	0.3333	0.2763	0.3239	0.3185	0.126	0.115	0.469	52.09	0.464	0.466	399	411	-0.221898	0.075426	
YGR211W                  	0.4050	0.3184	0.3654	0.2416	0.244	0.283	0.588	49.90	0.410	0.427	471	486	-0.572222	0.065844	
YGR212W                  	0.3918	0.2466	0.5000	0.1875	0.129	-0.021	0.408	52.55	0.321	0.363	449	468	-0.314744	0.113248	
YGR213C                  	0.4244	0.2066	0.3729	0.2244	0.118	0.075	0.449	47.65	0.334	0.383	305	317	0.646688	0.145110	
YGR214W                  	0.4109	0.3515	0.3600	0.1027	0.668	0.729	0.837	29.96	0.367	0.454	245	252	-0.255556	0.079365	
YGR215W                  	0.3924	0.1646	0.4318	0.3012	0.120	0.051	0.421	48.65	0.355	0.403	107	110	-0.765455	0.072727	
YGR216C                  	0.4526	0.1917	0.3834	0.2539	0.119	0.006	0.413	52.31	0.329	0.350	589	609	0.192775	0.137931	
YGR217W                  	0.4243	0.2083	0.4206	0.2224	0.113	-0.015	0.399	52.42	0.324	0.376	1952	2039	-0.071310	0.137322	
YGR218W                  	0.4595	0.1959	0.4314	0.2071	0.205	0.164	0.512	44.57	0.300	0.359	1042	1084	-0.093543	0.090406	
YGR219W                  	0.3980	0.4082	0.2687	0.1356	0.242	0.199	0.543	40.40	0.457	0.389	105	113	0.186726	0.150442	
YGR220C                  	0.4717	0.1840	0.4175	0.1719	0.158	0.133	0.481	47.00	0.279	0.397	258	269	-0.423792	0.078067	
YGR221C                  	0.4272	0.2107	0.3803	0.2412	0.106	0.002	0.409	55.47	0.347	0.401	614	622	-0.641158	0.075563	
YGR222W                  	0.3559	0.2252	0.4524	0.3128	0.100	-0.051	0.379	54.43	0.389	0.367	285	293	-0.629693	0.126280	
YGR223C                  	0.3715	0.2514	0.3678	0.3095	0.127	0.046	0.441	55.05	0.416	0.410	435	448	-0.540402	0.082589	
YGR224W                  	0.3985	0.2701	0.3355	0.2200	0.138	0.115	0.477	53.94	0.386	0.404	593	613	0.559706	0.125612	
YGR225W                  	0.4304	0.2266	0.4197	0.2036	0.133	0.034	0.432	49.59	0.326	0.385	579	593	-0.406577	0.102867	
YGR226C                  	0.4355	0.3548	0.2750	0.2121	0.125	0.057	0.463	43.50	0.433	0.391	 67	 69	0.018841	0.188406	
YGR227W                  	0.3597	0.2805	0.4282	0.1845	0.127	0.044	0.446	49.66	0.363	0.362	498	525	0.490857	0.175238	
YGR228W                  	0.5225	0.1171	0.3256	0.1646	0.134	0.095	0.446	37.28	0.232	0.345	112	114	1.221053	0.131579	
YGR229C                  	0.4472	0.2493	0.4683	0.1754	0.187	0.117	0.491	46.47	0.312	0.395	487	505	-0.919604	0.075248	
YGR230W                  	0.3238	0.2000	0.4554	0.3542	0.079	-0.135	0.326	53.59	0.407	0.399	135	137	-0.970073	0.058394	
YGR231C                  	0.3765	0.2118	0.4137	0.2281	0.165	0.173	0.495	46.65	0.348	0.420	305	310	-0.208064	0.067742	
YGR232W                  	0.4773	0.1705	0.3988	0.2645	0.167	0.100	0.459	39.91	0.323	0.392	220	228	-0.228070	0.092105	
YGR233C                  	0.4370	0.2040	0.4286	0.2569	0.134	-0.016	0.406	52.68	0.331	0.358	1157	1178	-0.339813	0.084890	
YGR234W                  	0.4787	0.2295	0.3947	0.1788	0.267	0.295	0.587	45.23	0.309	0.398	385	399	-0.191228	0.077694	
YGR235C                  	0.4022	0.2346	0.3988	0.2390	0.152	0.096	0.466	52.48	0.362	0.411	221	233	-0.512876	0.098712	
YGR236C                  	0.3243	0.1892	0.4000	0.3030	0.120	0.096	0.453	51.71	0.395	0.435	 86	 95	-0.124211	0.073684	
YGR237C                  	0.3974	0.2246	0.4530	0.2070	0.140	0.025	0.427	49.66	0.329	0.387	762	785	-0.844331	0.071338	
YGR238C                  	0.4348	0.2196	0.4294	0.2172	0.112	-0.042	0.381	55.26	0.328	0.389	858	882	-0.727324	0.069161	
YGR239C                  	0.3378	0.3067	0.3780	0.3037	0.112	0.032	0.436	61.00	0.450	0.433	282	288	-0.890625	0.076389	
YGR240C                  	0.4869	0.2777	0.3298	0.1373	0.466	0.539	0.723	34.83	0.332	0.416	961	987	-0.232523	0.073961	
YGR240CA                	0.4545	0.2364	0.3902	0.2571	0.091	-0.228	0.302	61.00	0.349	0.348	 63	 66	-0.104545	0.181818	
YGR241C                  	0.3744	0.2464	0.4083	0.2716	0.156	0.154	0.500	50.90	0.389	0.413	550	568	-0.650352	0.068662	
YGR242W                  	0.3846	0.3297	0.2838	0.2000	0.074	-0.063	0.364	61.00	0.434	0.428	 99	102	0.571569	0.127451	
YGR243W                  	0.3496	0.2195	0.3796	0.2857	0.099	-0.003	0.396	59.18	0.396	0.438	139	146	0.028767	0.130137	
YGR244C                  	0.3963	0.2561	0.3807	0.2492	0.189	0.205	0.528	48.42	0.383	0.422	415	427	-0.325059	0.065574	
YGR245C                  	0.4644	0.2082	0.4134	0.2188	0.201	0.150	0.492	48.89	0.320	0.396	738	767	-0.673533	0.056063	
YGR246C                  	0.4311	0.2089	0.4279	0.2315	0.181	0.157	0.497	47.23	0.332	0.401	584	596	-0.628188	0.060403	
YGR247W                  	0.3545	0.2116	0.4111	0.2840	0.109	0.024	0.424	56.12	0.384	0.446	229	239	-0.142678	0.083682	
YGR248W                  	0.3015	0.3467	0.3925	0.2515	0.124	0.077	0.453	55.33	0.457	0.441	245	255	-0.069412	0.094118	
YGR249W                  	0.4185	0.2388	0.4052	0.1914	0.114	0.027	0.421	54.22	0.336	0.409	437	456	-0.580702	0.072368	
YGR250C                  	0.4281	0.2614	0.4297	0.2285	0.145	0.023	0.439	52.18	0.355	0.381	757	781	-0.816005	0.112676	
YGR251W                  	0.4077	0.2462	0.3856	0.3151	0.120	-0.066	0.368	57.61	0.411	0.405	190	196	-1.196429	0.051020	
YGR252W                  	0.4044	0.2382	0.4574	0.2483	0.121	-0.037	0.404	54.98	0.349	0.381	421	439	-0.652620	0.100228	
YGR253C                  	0.4747	0.1566	0.4396	0.1927	0.162	0.099	0.455	40.48	0.269	0.408	253	260	-0.298846	0.065385	
YGR254W                  	0.4338	0.3775	0.2094	0.2120	0.871	0.888	0.932	25.51	0.472	0.463	426	437	-0.179634	0.068650	
YGR255C                  	0.4173	0.2049	0.3771	0.2336	0.146	0.083	0.440	51.20	0.344	0.402	459	479	-0.187056	0.085595	
YGR256W                  	0.4144	0.2357	0.3730	0.2212	0.201	0.224	0.531	46.32	0.355	0.432	473	492	-0.115244	0.089431	
YGR257C                  	0.3596	0.2568	0.3773	0.2348	0.102	0.020	0.408	55.46	0.390	0.426	341	366	-0.031148	0.092896	
YGR258C                  	0.3992	0.2175	0.4042	0.3163	0.127	0.025	0.430	53.06	0.389	0.402	996	1031	-0.806984	0.078565	
YGR259C                  	0.2381	0.2619	0.3898	0.2736	0.084	-0.011	0.377	54.94	0.449	0.445	138	146	0.156165	0.089041	
YGR260W                  	0.4282	0.2870	0.2865	0.2575	0.193	0.235	0.549	51.02	0.417	0.418	508	534	0.202060	0.134831	
YGR261C                  	0.4178	0.2074	0.4130	0.2449	0.156	0.082	0.457	49.99	0.340	0.376	786	809	-0.277627	0.085290	
YGR262C                  	0.4095	0.2095	0.3834	0.2697	0.148	0.118	0.464	51.56	0.365	0.430	252	261	-0.419157	0.099617	
YGR263C                  	0.4588	0.2588	0.3601	0.2218	0.148	0.041	0.443	55.77	0.359	0.389	404	424	-0.170519	0.120283	
YGR264C                  	0.5000	0.2092	0.4000	0.2025	0.293	0.279	0.576	38.83	0.305	0.371	728	751	-0.467110	0.106525	
YGR265W                  	0.3784	0.2432	0.4194	0.2651	0.100	-0.072	0.362	49.83	0.377	0.353	130	136	0.219853	0.183824	
YGR266W                  	0.4136	0.2665	0.4049	0.2356	0.168	0.107	0.482	51.43	0.369	0.391	670	701	-0.455207	0.111270	
YGR267C                  	0.4486	0.1838	0.4346	0.1860	0.208	0.226	0.539	46.53	0.284	0.394	232	243	-0.330864	0.061728	
YGR268C                  	0.3030	0.2667	0.3741	0.3007	0.107	0.167	0.479	56.44	0.453	0.508	192	198	-1.041919	0.090909	
YGR269W                  	0.4824	0.2000	0.3506	0.2361	0.104	-0.016	0.392	53.08	0.333	0.398	102	108	-0.178704	0.092593	
YGR270CA                	0.4154	0.4615	0.1707	0.1562	0.194	0.184	0.551	46.71	0.507	0.403	 69	 72	1.077778	0.166667	
YGR270W                  	0.4332	0.1991	0.4669	0.2161	0.143	0.040	0.432	50.13	0.306	0.384	1351	1379	-0.801378	0.067440	
YGR271CA                	0.3580	0.1358	0.5824	0.2485	0.145	0.012	0.412	41.17	0.281	0.330	228	233	-0.900000	0.051502	
YGR271W                  	0.4521	0.1883	0.4304	0.2190	0.154	0.052	0.444	48.53	0.303	0.375	1887	1967	-0.231876	0.091510	
YGR273C                  	0.4154	0.1846	0.5111	0.1870	0.136	0.011	0.412	43.61	0.276	0.370	170	174	-0.890805	0.063218	
YGR274C                  	0.4863	0.1988	0.4142	0.2293	0.166	0.063	0.453	48.39	0.311	0.371	1030	1066	-0.773358	0.072233	
YGR275W                  	0.4474	0.1842	0.3333	0.3670	0.120	-0.026	0.393	49.54	0.407	0.420	150	157	-1.130573	0.070064	
YGR276C                  	0.4184	0.2151	0.4167	0.2663	0.151	0.033	0.440	54.68	0.353	0.375	536	553	-0.454973	0.065099	
YGR277C                  	0.3223	0.2810	0.3797	0.2877	0.114	0.065	0.451	53.64	0.434	0.425	297	305	-0.129836	0.065574	
YGR278W                  	0.3753	0.2197	0.4429	0.2692	0.127	0.062	0.445	53.00	0.360	0.377	559	577	-0.448007	0.077990	
YGR279C                  	0.5123	0.3620	0.2138	0.0972	0.546	0.659	0.796	34.97	0.386	0.465	378	386	-0.163731	0.077720	
YGR280C                  	0.2961	0.3073	0.4010	0.3770	0.150	0.086	0.467	54.99	0.487	0.421	261	271	-1.443542	0.051661	
YGR281W                  	0.4726	0.1852	0.3786	0.2329	0.175	0.139	0.489	47.34	0.315	0.379	1410	1477	-0.079553	0.095464	
YGR282C                  	0.5176	0.3333	0.2601	0.1132	0.476	0.521	0.719	34.79	0.365	0.431	299	313	-0.209585	0.124601	
YGR283C                  	0.3664	0.2519	0.4672	0.2110	0.126	0.005	0.417	57.82	0.348	0.385	333	341	-0.396188	0.082111	
YGR284C                  	0.4308	0.2577	0.3274	0.2323	0.235	0.255	0.560	41.00	0.379	0.369	298	310	0.331613	0.164516	
YGR285C                  	0.4620	0.3481	0.2943	0.2194	0.504	0.525	0.717	37.80	0.425	0.443	424	433	-0.873210	0.085450	
YGR286C                  	0.3929	0.2571	0.4043	0.2137	0.228	0.268	0.562	44.41	0.364	0.424	352	375	-0.450400	0.061333	
YGR287C                  	0.4093	0.3208	0.3300	0.2720	0.241	0.233	0.552	46.22	0.436	0.423	560	589	-0.727674	0.144312	
YGR288W                  	0.3896	0.2494	0.3892	0.2673	0.110	0.020	0.416	55.28	0.387	0.412	457	473	-0.273996	0.097252	
YGR289C                  	0.4636	0.2247	0.3391	0.2086	0.172	0.161	0.494	45.75	0.340	0.407	583	616	0.124838	0.112013	
YGR290W                  	0.3333	0.2846	0.4646	0.1868	0.120	0.022	0.417	49.54	0.374	0.361	139	147	0.461905	0.197279	
YGR291C                  	0.3077	0.2308	0.4237	0.3019	0.096	0.033	0.406	44.24	0.406	0.402	 69	 73	0.039726	0.068493	
YGR292W                  	0.4689	0.2822	0.3510	0.2188	0.225	0.190	0.529	47.98	0.371	0.405	556	584	-0.667294	0.148973	
YGR293C                  	0.4031	0.2248	0.3596	0.2500	0.080	-0.074	0.351	61.00	0.372	0.412	148	153	0.210457	0.111111	
YGR294W                  	0.3269	0.4712	0.2708	0.0805	0.650	0.713	0.828	27.61	0.483	0.492	116	120	0.234167	0.091667	
YGR295C                  	0.4388	0.2734	0.3698	0.2329	0.133	0.048	0.435	61.00	0.379	0.388	354	381	-0.137008	0.167979	
YGR296CA                	0.6684	0.2567	0.0795	0.0123	0.152	0.284	0.545	32.07	0.265	0.504	189	191	0.483246	0.031414	
YGR296CB                	0.3358	0.3723	0.3070	0.2308	0.088	0.078	0.442	53.39	0.481	0.454	156	160	0.357500	0.143750	
YGR296W                  	0.3748	0.2838	0.3056	0.3068	0.106	0.037	0.424	57.38	0.455	0.448	1796	1859	-0.373749	0.094137	
YHL001W                  	0.5243	0.2427	0.2727	0.1770	0.680	0.730	0.833	31.51	0.341	0.442	132	138	-0.076087	0.057971	
YHL002CA                	0.3696	0.2899	0.4103	0.1560	0.137	0.096	0.449	53.35	0.365	0.391	156	162	0.271605	0.111111	
YHL002W                  	0.4273	0.1721	0.4566	0.2355	0.127	0.049	0.430	51.16	0.309	0.403	437	452	-0.734956	0.061947	
YHL003C                  	0.4277	0.2018	0.4194	0.2402	0.158	0.069	0.450	49.70	0.331	0.366	387	411	0.123114	0.172749	
YHL004W                  	0.3524	0.2762	0.3439	0.2765	0.168	0.220	0.522	52.44	0.434	0.431	387	394	-0.554822	0.068528	
YHL005C                  	0.3504	0.2479	0.4138	0.3286	0.063	-0.157	0.333	56.93	0.403	0.382	129	130	0.183077	0.176923	
YHL006C                  	0.2397	0.2727	0.3193	0.3793	0.053	-0.040	0.347	54.89	0.535	0.518	144	150	-0.125333	0.093333	
YHL006WA                	0.3679	0.0943	0.3626	0.3333	0.087	0.100	0.405	48.89	0.351	0.453	111	117	0.425641	0.059829	
YHL007C                  	0.3884	0.2500	0.3911	0.2292	0.152	0.094	0.463	50.75	0.373	0.418	911	939	-0.744409	0.042599	
YHL008C                  	0.4095	0.2152	0.4194	0.2038	0.113	0.024	0.415	54.56	0.327	0.400	609	627	-0.196332	0.082935	
YHL009C                  	0.4480	0.2360	0.4626	0.2103	0.162	0.052	0.442	50.38	0.324	0.375	321	330	-0.957576	0.078788	
YHL009WA                	0.4387	0.2194	0.5118	0.1832	0.180	0.050	0.463	47.27	0.287	0.328	404	413	-0.655206	0.067797	
YHL009WB                	0.4267	0.2126	0.5317	0.1698	0.154	0.007	0.439	46.64	0.276	0.329	1758	1802	-0.707270	0.073252	
YHL010C                  	0.4357	0.2286	0.4426	0.2687	0.135	-0.008	0.419	52.93	0.352	0.381	568	585	-0.717094	0.080342	
YHL011C                  	0.5277	0.1771	0.3266	0.1852	0.242	0.220	0.535	43.13	0.282	0.392	312	320	0.025313	0.043750	
YHL012W                  	0.4652	0.1517	0.4594	0.2229	0.123	-0.040	0.398	48.81	0.272	0.333	482	493	-0.069371	0.091278	
YHL013C                  	0.4643	0.1939	0.4643	0.2837	0.153	0.018	0.432	55.87	0.332	0.377	292	307	-1.040065	0.055375	
YHL014C                  	0.3750	0.2276	0.4603	0.2519	0.129	0.032	0.434	52.72	0.350	0.377	394	405	-0.288889	0.076543	
YHL015W                  	0.3704	0.4321	0.3173	0.2174	0.827	0.893	0.941	26.10	0.466	0.410	118	121	-0.645454	0.033058	
YHL015WA                	0.5238	0.2381	0.2857	0.1579	0.253	0.298	0.560	61.00	0.320	0.370	 25	 27	0.177778	0.074074	
YHL016C                  	0.4502	0.2121	0.3643	0.1850	0.155	0.123	0.475	48.79	0.317	0.404	697	735	0.430068	0.121088	
YHL017W                  	0.3860	0.2573	0.3697	0.2919	0.148	0.085	0.466	53.67	0.407	0.392	511	532	0.121617	0.142857	
YHL018W                  	0.2688	0.3763	0.3372	0.2821	0.118	0.082	0.459	61.00	0.514	0.475	111	120	-0.528333	0.083333	
YHL019C                  	0.3319	0.3188	0.3624	0.3393	0.120	-0.000	0.429	57.05	0.473	0.410	588	605	-0.546281	0.087603	
YHL019WA                	0.3018	0.2840	0.2308	0.4074	0.095	0.101	0.444	61.00	0.551	0.462	187	197	0.216751	0.137056	
YHL020C                  	0.2554	0.3453	0.3000	0.4530	0.089	-0.021	0.405	57.04	0.585	0.483	395	404	-0.979703	0.047030	
YHL021C                  	0.3990	0.2824	0.3528	0.2718	0.163	0.125	0.484	51.99	0.414	0.405	459	465	-0.497635	0.113978	
YHL022C                  	0.3639	0.2785	0.4201	0.2559	0.162	0.120	0.488	55.03	0.393	0.377	389	398	-0.240452	0.085427	
YHL023C                  	0.4197	0.2354	0.4370	0.2174	0.144	0.038	0.437	52.01	0.337	0.374	1118	1146	-0.759424	0.075044	
YHL024W                  	0.4528	0.2710	0.3795	0.1892	0.181	0.129	0.483	48.05	0.352	0.405	687	713	-0.957644	0.089762	
