ORF	Length	RPF	mRNA	TE	IP	FEatg	FEcap	cRPF	cTE	uATG	utr	gc	pE	Ai	S
YLL022C	385	46.41	45.64	1.01687116564417	0.00117383483371086	-1.6	-6	6.54383964567355	0.143379483910463	0	1	1	0.00119082283878028	3.0734691796834	0.14076758820978
YLL023C	279	86.94	66.86	1.30032904576727	0.00164867500191383	-1.5	-4.1	11.9906847676713	0.179340184978631	0	31	0.419354838709677	0.00163598186388099	4.50245726015846	0.283305323866097
YLL026W	908	432.46	354.1	1.22129341993787	0.00207330981378277	0	-1	63.1166284118256	0.178245208731504	0	57	0.385964912280702	0.00217711381187072	23.8456493542045	1.99671894469479
YLL027W	250	63.86	57.68	1.10714285714286	0.00140364068712442	0	NA	8.92285368494232	0.154695798976115	NA	NA	NA	0.00141107431932153	3.88426166266736	0.21080699545058
YLL028W	586	54.14	57.36	0.943863319386332	0.00133064273028281	0	-7.6	7.52673925327921	0.131219303578787	0	135	0.355555555555556	0.00133097276080161	3.86271236079404	0.197737112885714
YLL029W	749	62.09	103.42	0.600367433765229	0.000736838040426664	0	-4.7	8.98506241328214	0.0868793503508232	0	104	0.336538461538462	0.000767168141448785	6.96446499918618	0.205496756523491
YLL031C	1017	36.22	65.38	0.5539920464974	0.00076616732775769	-0.9	-12.4	5.21273082542358	0.0797297464885833	0	65	0.4	0.000793340386946367	4.40279173899432	0.134342788533001
YLL032C	825	15.74	27.26	0.577402787967718	0.000782393088170795	-3.3	-11.8	2.28917148230046	0.0839754762399288	0	106	0.330188679245283	0.000818686607848706	1.83573115333412	0.057803404263281
YLL033W	230	8.2	14.34	0.571827057182706	0.00059913437019654	-8.3	NA	1.07341374581737	0.074854515050026	NA	NA	NA	0.000564282544975193	0.965678090198509	0.0209582803986153
YLL034C	837	49.34	72.91	0.676724729118091	0.000984262328654473	-3.2	-6.7	6.89454945879882	0.0945624668604968	0	39	0.41025641025641	0.000989547604370257	4.90987374870106	0.186867454068752
YLL035W	632	15.25	29.36	0.51941416893733	0.000637498944928375	-0.5	-8.5	2.05792977148342	0.0700929758679639	0	54	0.407407407407407	0.000618955261135203	1.97714844687784	0.0470679397400129
YLL036C	503	28.45	42.56	0.668468045112782	0.000810037022096733	-1.4	NA	4.1047993004982	0.0964473519853901	NA	NA	NA	0.000840879195237215	2.86605714915262	0.0926926088108969
YLL038C	247	34.1	33.67	1.01277101277101	0.00101538930352177	-3.6	-10.6	4.7205600842883	0.140200774704137	0	36	0.416666666666667	0.00101132517195672	2.26739060648423	0.0881949690382969
YLL040C	3144	38.44	93	0.413333333333333	0.000555831538863605	0	NA	6.41159178825179	0.0689418471855031	NA	NA	NA	0.000667029056861379	6.26276585693594	0.160671030880601
YLL041C	266	58.21	46.07	1.26351204688517	0.00171856643948234	-0.4	-7.6	7.59258488012357	0.164805402216704	0	45	0.377777777777778	0.00161278867485916	3.10242605407568	0.192444523253895
YLL043W	669	47.7	80.33	0.593800572637869	0.000776187905656295	0	-9.5	6.3860520462826	0.07949772247333	1	74	0.378378378378378	0.000747652910322592	5.40954818588886	0.155556324796542
YLL048C	1661	58.72	163.26	0.359671689329903	0.000509125278731564	-1.7	NA	11.0249565157165	0.0675300533854985	NA	NA	NA	0.000687756306277704	10.9941844494985	0.290819987981649
YLL049W	179	16.61	64.61	0.257080947221792	0.000286780155457287	-4.1	NA	2.26148101062626	0.0350020277143826	NA	NA	NA	0.000280925712407455	4.35093873136162	0.0470111754903443
YLL050C	143	2124.77	1340.51	1.58504598995905	0.0037344525265653	0	-5.5	265.814235259532	0.198293362421416	0	26	0.384615384615385	0.0033613391543602	90.2720457944214	11.6705754643456
YLL051C	712	15.29	50.53	0.302592519295468	0.000350735510774067	-3.3	-11.7	2.20053694911818	0.0435491183280859	1	24	0.333333333333333	0.000363178391495051	3.40276944893519	0.0475312436574148
YLL054C	843	4.74	16.29	0.29097605893186	0.000355731475731622	-3.3	NA	0.727692365902827	0.0446711090179759	NA	NA	NA	0.00039292607795249	1.0969941484891	0.0165783695501021
YLL055W	531	1.35	11.31	0.119363395225464	0.000152851200746652	0	-11.3	0.199763338331399	0.0176625409665251	0	141	0.354609929078014	0.000162730873431607	0.761633138085435	0.00476697022288841
YLL058W	575	28.05	32.35	0.867078825347759	0.00103005337794112	-0.6	-6.9	3.89595186236832	0.120431278589438	0	73	0.383561643835616	0.00102934161087204	2.17849973625675	0.0862469395308786
YLL061W	583	31.16	53.1	0.586817325800377	0.000704558425236571	-1.2	-9.4	4.30503995278439	0.0810741987341693	1	17	0.294117647058824	0.000700351127273872	3.57583727960536	0.0963208334507519
YLL062C	324	23.88	27.34	0.873445501097293	0.00110187297550125	-1.4	NA	3.1536225765184	0.115348301994089	NA	NA	NA	0.00104695015946446	1.84111847880246	0.0741368955759689
YLL063C	474	4.63	7.89	0.58681875792142	0.000675676605054287	-2.2	NA	0.649578991613997	0.0823294032463874	NA	NA	NA	0.000682038583522792	0.531324974314242	0.0139378512642911
YLR001C	862	15.6	28.89	0.539979231568017	0.000629308147841746	-0.1	-7.3	2.37483362321602	0.0822026176260303	1	32	0.40625	0.000689272620382673	1.94549790975139	0.0515760939308982
YLR002C	663	67.45	70.52	0.956466250709019	0.00125366579282839	-1.7	-10	9.7860646984148	0.138770060953131	0	31	0.419354838709677	0.00130866047801274	4.74892740033465	0.239028215452682
YLR003C	291	77.53	81.86	0.947104813095529	0.00123448609449299	-3.3	-9.8	10.7361208123534	0.1311522210158	0	19	0.263157894736842	0.0012299370675694	5.51258078547071	0.260774132539278
YLR005W	461	32.27	40.25	0.801739130434783	0.000980373306690159	-3.5	-11.3	4.70519346342527	0.116899216482615	0	30	0.4	0.00102846396501231	2.71049812625453	0.107217294234084
YLR006C	712	12.88	28.89	0.44582900657667	0.000512819455136424	-0.7	NA	1.84080484868094	0.0637177171575266	NA	NA	NA	0.000527321479127781	1.94549790975139	0.0394578013619273
YLR007W	336	14.4	35.3	0.407932011331445	0.000468812894901103	-3.7	-15.2	2.08956346947119	0.0591944325629232	0	18	0.277777777777778	0.000489453801353824	2.37715736290149	0.044750334911091
YLR008C	168	121.25	115.71	1.04787831648086	0.00148714225018722	-0.1	NA	15.5308815654335	0.134222466212371	NA	NA	NA	0.00137052182212128	7.79209287425868	0.410739743237202
YLR009W	199	295.66	198.84	1.48692416012875	0.0031178166250365	0	NA	40.753050151033	0.204953983861562	NA	NA	NA	0.00309198370856928	13.3901974515392	1.59239509133404
YLR011W	191	24.8	18.81	1.31844763423711	0.00139116562353177	-2.1	-9.9	3.27664549929177	0.174196996240924	0	76	0.381578947368421	0.00132243914552869	1.26669490074156	0.0644279585454698
YLR014C	904	3.61	16.44	0.219586374695864	0.000267761347111206	0	NA	0.533412363052249	0.03244600748493	NA	NA	NA	0.000284657638229994	1.10709538374222	0.0121208906627458
YLR015W	505	19.96	25.92	0.770061728395062	0.000985325130516663	-0.5	NA	2.81198741164115	0.108487168658995	NA	NA	NA	0.000998737776031215	1.74549345173956	0.06704962492567
YLR016C	204	24.23	37.64	0.643730074388948	0.000781438203255144	0	-2.3	3.32013311178249	0.088207574701979	0	1	1	0.000770399164746342	2.5347366328502	0.0751061147999904
YLR017W	337	139.98	136.55	1.02511900402783	0.00149562195345445	-2.4	NA	19.8070629783294	0.145053555315484	NA	NA	NA	0.0015226321890402	9.19549115875916	0.538513493552358
YLR018C	299	46.81	69.46	0.673913043478261	0.000710987859734725	-0.3	NA	6.3892049126982	0.0919839463388741	NA	NA	NA	0.000698215431429484	4.67754533787925	0.125612859081474
YLR019W	397	34.79	62.36	0.557889672867223	0.000707105405976204	0	NA	4.92775655217631	0.0790211121259832	NA	NA	NA	0.000720606300480886	4.19942020256478	0.116389563705188
YLR020C	538	25.89	54.06	0.478912319644839	0.000617857117843318	-2.7	-15.3	3.71903775226721	0.0687946310075326	0	40	0.4	0.000638565826076023	3.64048518522534	0.0894111319084979
YLR021W	179	46.44	60.76	0.764318630678078	0.00102780540763629	-3	NA	6.13505049986015	0.100971864711326	NA	NA	NA	0.000976913050377481	4.09167369319814	0.153738824183519
YLR022C	250	91.25	89.18	1.02321148239516	0.00128888100512895	-1.8	-8.8	12.4978489523395	0.140141836200264	0	6	0.666666666666667	0.00127008943615631	6.00552106582308	0.293367264012158
YLR023C	543	20.3	55.02	0.368956743002544	0.000481763616328852	0	NA	2.86035326084016	0.0519875183722311	NA	NA	NA	0.000488401192081065	3.70513309084532	0.0695996699379944
YLR024C	1872	7.97	34.97	0.22790963683157	0.000289988406585558	-1.6	-7.7	1.04691008326085	0.0299373772736874	0	1	1	0.000274063234556849	2.35493464534462	0.0248231156181974
YLR025W	240	147.43	63.77	2.31190214834562	0.00262677278116508	-0.2	-5.7	19.6901988273048	0.308768995253328	0	50	0.42	0.00252409575010358	4.29437181394414	0.416900217113116
YLR026C	340	69.84	53.85	1.29693593314763	0.00162781239126632	0	-4.8	9.55634475807754	0.17746229820014	0	116	0.353448275862069	0.00160254786766852	3.62634345587097	0.223514960486143
YLR027C	418	516.96	488.74	1.05774031182224	0.00155452357045615	0	-6.8	71.5224572275483	0.146340502573042	0	29	0.379310344827586	0.00154739745962068	32.9125181174072	1.95879795863829
YLR028C	591	183.51	209.27	0.876905433172457	0.00122552733500128	0	-7.6	25.6034076896181	0.122346287999322	0	157	0.369426751592357	0.00123021245903311	14.0925700094729	0.66680212328654
YLR032W	1169	15.96	26.99	0.591330122267507	0.000734355854038864	0	NA	2.47567700330893	0.0917257133497194	NA	NA	NA	0.000819571294591778	1.8175489298785	0.0572927280555549
YLR033W	502	45.82	55	0.833090909090909	0.00108623163013579	-3.1	-7.5	6.59642411032377	0.119934983824068	0	54	0.407407407407407	0.00112511007215987	3.70378625947824	0.160275662525627
YLR034C	473	86.02	109.46	0.785857847615567	0.00117907729199613	0	-7.2	12.0567277735611	0.110147339425919	0	166	0.379518072289157	0.00118902606324999	7.37120807204524	0.337098404434635
YLR035C	695	4.97	13.95	0.356272401433692	0.000426159203376634	-2.6	-11.9	0.678049952382286	0.0486057313535689	0	40	0.4	0.000418308081616657	0.93941487854039	0.0151140321417067
YLR036C	203	27.45	35.88	0.76505016722408	0.00101150220063912	-2.5	NA	3.75251296263249	0.104585088144718	NA	NA	NA	0.000994868697438547	2.4162154725469	0.0924545053809075
YLR038C	83	260.49	111.48	2.33665231431647	0.00471327726772715	0	NA	29.253966902069	0.262414486025018	NA	NA	NA	0.00380834058335825	7.50723804012063	1.09961997296624
YLR039C	1056	17.22	36.35	0.47372764786795	0.000617086625120582	-3.6	NA	2.46042004182404	0.0676869337503176	NA	NA	NA	0.000634368083488825	2.44786600967335	0.0597249257382277
YLR040C	224	27.45	16.26	1.68819188191882	0.00214227523692917	0	NA	3.75256422349724	0.230785007595156	NA	NA	NA	0.00210707568146191	1.09497390143848	0.0887381876752493
YLR042C	161	37.02	19.26	1.92211838006231	0.00206268838007897	0	NA	4.961140478026	0.257587771444756	NA	NA	NA	0.0019888306958002	1.29699860650093	0.0992119477315047
YLR043C	103	1221.65	857.2	1.42516332244517	0.00336337468489978	0	-4.6	141.306294156164	0.164846353425297	0	28	0.392857142857143	0.00279903958689476	57.7251923931772	6.21442687190843
YLR044C	563	23902.1	19774.38	1.20874080502145	0.00374358043610872	0	-5.9	3542.5347946391	0.179147704991969	0	31	0.419354838709677	0.00399194286361862	1331.63776243093	204.454687025432
YLR045C	888	32.48	50.88	0.638364779874214	0.000768542057583674	-0.4	NA	5.06039272073944	0.0994574041025833	NA	NA	NA	0.000861499287574714	3.42633899785914	0.11353033098635
YLR047C	686	6.58	26.83	0.245247856876631	0.00029590812029175	-0.2	-7.8	0.954909422637823	0.0355911078135603	1	274	0.372262773722628	0.000308967109926798	1.80677427894184	0.0214705318174898
YLR049C	428	38.97	57.38	0.67915650052283	0.000858187152462245	-0.6	NA	5.33980580334942	0.0930604008949009	NA	NA	NA	0.000846050230155959	3.86405919216112	0.125738006494775
YLR050C	161	76.62	81.62	0.938740504778241	0.00123345253757298	0	-9.2	9.68603617138409	0.118672337311738	0	12	0.416666666666667	0.00112187756650834	5.49641880906571	0.23716572915482
YLR051C	217	111.73	71.44	1.56396976483763	0.00200363842830652	-1.4	-6.4	14.4522112296136	0.20229858944028	0	22	0.363636363636364	0.00186467409045625	4.81088164322046	0.345027936629415
YLR052W	250	51.13	64.37	0.794314121485164	0.00100706214542859	-2	-10.5	7.12490284870746	0.1106866995294	0	7	0.714285714285714	0.00100966780403663	4.33477675495663	0.168334020275619
YLR055C	602	41.48	51.01	0.813173887473044	0.000932867835755428	0	NA	5.65529003314363	0.110866301375096	NA	NA	NA	0.000915072147018599	3.43509340174518	0.120898395936323
YLR056W	365	587.61	636.7	0.922899324642689	0.00132689673901744	-0.4	-7.5	81.782220662007	0.128447024755783	0	70	0.385714285714286	0.00132869692454978	42.8763765710872	2.19114268022468
YLR057W	849	15.22	36.17	0.420790710533591	0.000537426241182888	0	-7.4	2.34889225828596	0.0649403444369908	0	66	0.393939393939394	0.000596741709818817	2.4357445273696	0.0559042443824754
YLR058C	469	1299.21	837.18	1.55188848276356	0.00368380975101372	0	-2.8	189.49970461874	0.226354791823431	0	40	0.4	0.00386585408661612	56.3770141947272	8.38251195061158
YLR059C	269	61.23	71.54	0.855884819681297	0.00110455736433536	0	NA	8.45637941385274	0.118204912131014	NA	NA	NA	0.00109755819937532	4.81761580005588	0.203369758568901
YLR060W	595	428.6	409.11	1.04763999902227	0.00184140423333523	0	-4.4	65.3265817831707	0.159679748192835	0	30	0.4	0.00201932390696085	27.5501090293662	2.13971514624527
YLR061W	121	7171.79	3961.21	1.81050487098639	0.00574208059272554	0	-2.7	877.544382717874	0.221534425773406	0	23	0.347826086956522	0.00505510163972004	266.754093980142	51.8641945338865
YLR063W	365	23.73	22.79	1.04124616059675	0.00125126481701006	-3.5	NA	3.26159527409224	0.143115194124276	NA	NA	NA	0.00123737303145612	1.53471434279107	0.0730390053368686
YLR064W	273	66.93	78.6	0.851526717557252	0.00091837041100365	0	-10.1	9.27141794837946	0.117956971353428	0	14	0.357142857142857	0.000915297548206878	5.29304727263618	0.186335122737961
YLR065C	181	110.36	93.81	1.17642042426181	0.00152671449601271	-2.2	-11.9	14.5752486077332	0.155369881758162	0	33	0.393939393939394	0.00145071195735168	6.3173125273028	0.352484646987912
YLR066W	184	143.49	148.98	0.963149416028997	0.00143762672135378	-1	-7.7	19.3788420595482	0.130076802655042	0	61	0.409836065573771	0.00139691958466877	10.0325468534012	0.539025430139357
YLR067C	965	4.91	22.03	0.222877893781207	0.000263609576724264	-1.5	NA	0.760284157338795	0.0345113099109757	NA	NA	NA	0.000293680232017111	1.48353475084192	0.0167571088397193
YLR068W	151	82.98	30.31	2.73771032662488	0.0036723217946533	-3.5	-7.4	10.4696749494023	0.345419826770119	0	38	0.394736842105263	0.00333364676735205	2.04112293681428	0.261707033849194
YLR069C	761	41.45	51.74	0.801120989563201	0.00117511838668637	-2.9	-7.1	5.64692127540215	0.109140341619678	0	42	0.380952380952381	0.00115182871703476	3.48425274664371	0.154356245038134
YLR070C	356	4.09	4.15	0.985542168674699	0.00119183076789334	-2.2	NA	0.53741970292938	0.129498723597441	NA	NA	NA	0.00112674062043955	0.279467508669722	0.0121110536196622
YLR071C	1082	24.76	59.68	0.414879356568365	0.000526335994522312	-2.5	NA	3.86920391876283	0.0648325053412002	NA	NA	NA	0.000591770255049461	4.01894479937566	0.0914727688060092
YLR072W	693	18.6	33.8	0.550295857988166	0.000637456388136081	-1.2	-9.8	2.65849326160217	0.0786536467929637	1	21	0.333333333333333	0.000655529407824916	2.27614501037026	0.0573876919527561
YLR073C	200	34.44	71.61	0.480938416422287	0.000534503056586297	-3	NA	4.75762269864809	0.0664379653490866	NA	NA	NA	0.000531246558870065	4.82232970984067	0.0985325409265284
YLR074C	166	175.95	110.88	1.58685064935065	0.00194976643839184	0	NA	22.7733088184093	0.205386984293013	NA	NA	NA	0.00181567676896147	7.46683309910814	0.521436745990893
YLR075W	221	9581.07	7104.14	1.34866007708181	0.00385257925932262	0	-5	1321.24759258239	0.185982763935168	0	22	0.363636363636364	0.0038224416113865	478.40392940745	70.333503339148
YLR077W	583	23.3	48.12	0.484206151288446	0.000608886143844364	-1.5	-10.7	3.21056838410293	0.0667200412323967	0	28	0.392857142857143	0.000603644401182194	3.24047626920169	0.0752344368102832
YLR078C	244	53.74	71.4	0.75266106442577	0.00109945790319457	-2.6	NA	7.44537254841787	0.104276926448429	NA	NA	NA	0.0010959391947263	4.8081879804863	0.202672371670263
YLR079W	284	80.62	92.37	0.872794197250189	0.000899851924704799	-4.9	-6.9	10.9014932191416	0.118019846477661	0	41	0.390243902439024	0.000875453991574986	6.22034066887282	0.209447002596959
YLR080W	444	8.76	7.2	1.21666666666667	0.00141646458360306	-3.3	NA	1.18750583240837	0.164931365612274	NA	NA	NA	0.00138151768082784	0.484859292149879	0.0257631417237973
YLR082C	392	17.04	16.82	1.01307966706302	0.00134874148736536	-1.5	NA	2.32126934745526	0.138006501037768	NA	NA	NA	0.00132191565209688	1.1326851797168	0.0575890103063772
YLR083C	667	119.04	167.2	0.711961722488038	0.00106613548991917	-1.5	NA	16.4089565627445	0.0981396923609123	NA	NA	NA	0.00105735185082134	11.2595102288139	0.457894768453004
YLR084C	1220	27.36	63.7	0.429513343799058	0.000506739104613337	-0.9	NA	3.72231152503511	0.0584350317901901	NA	NA	NA	0.00049602107102471	4.28965790415934	0.0818369503057973
YLR085C	438	20.12	29.66	0.678354686446393	0.000774817529891039	-1.7	-9.4	2.78882048400025	0.0940263143627864	0	30	0.4	0.000772700339910568	1.99735091738408	0.0593597589532064
YLR086W	1418	19.01	44.04	0.431653042688465	0.000542406233476088	0	-3.9	2.70391391622451	0.0613967737562332	0	57	0.385964912280702	0.000555078617742387	2.96572267031676	0.0633157400171803
YLR087C	2958	3.5	36.72	0.0953159041394336	0.000116784830581838	-2.6	NA	0.748710824754416	0.0203897283429852	NA	NA	NA	0.000179742834016095	2.47278238996438	0.017094804410665
YLR088W	614	53	77.43	0.684489216066124	0.000872745800468421	0	-7.6	7.74667602201727	0.100047475423186	0	33	0.393939393939394	0.000917796450404875	5.21425763766182	0.184062582743943
YLR089C	592	95.87	111.15	0.862528115159694	0.00126033472897984	0	-8.6	13.8823356596786	0.1248973068797	0	222	0.373873873873874	0.00131306068852246	7.48501532256376	0.378010745117181
YLR090W	459	31.46	52.32	0.601299694189602	0.000797016568723044	-1.5	NA	4.39512163275427	0.0840046183630403	NA	NA	NA	0.000801121914779261	3.52331085628912	0.108561597675111
YLR091W	293	7.16	14.78	0.484438430311231	0.000497094011646883	-2.6	NA	0.9779173399901	0.066164907983092	NA	NA	NA	0.000488479945009495	0.995308380274335	0.0186995454947653
YLR092W	893	1.76	5.62	0.313167259786477	0.000421389178329598	-1.6	NA	0.252072473240825	0.0448527532456983	NA	NA	NA	0.00043422539126591	0.378459614150322	0.0063206451551065
YLR093C	253	109.27	98.43	1.11012902570355	0.0013150119940597	-0.3	-7.8	15.2555196624899	0.1549885163313	0	56	0.392857142857143	0.001320914960669	6.62843057309897	0.336753581144701
YLR094C	502	37.62	50.69	0.742158216610771	0.000854882542325715	0	NA	5.53094785875473	0.10911319508295	NA	NA	NA	0.00090428703356061	3.41354409987186	0.118723987230825
YLR095C	812	24.53	38.31	0.640302793004437	0.000728538513110331	-1.9	NA	3.69542171715147	0.0964610210689498	NA	NA	NA	0.000789656211082892	2.57985548364748	0.0783538040907112
YLR096W	1147	22.04	48.23	0.456976985278872	0.000566032686692725	0	NA	3.38170797849992	0.0701162757308713	NA	NA	NA	0.000624863425356558	3.24788384172065	0.0780570700960684
YLR097C	344	15.27	38.2	0.399738219895288	0.000509101068705613	-6.3	-4.8	1.78248128701015	0.0466618137960773	1	82	0.365853658536585	0.000427571779203034	2.57244791112852	0.0423040819333981
YLR098C	648	6.08	21.42	0.283846872082166	0.000343110495569885	-0.6	-6.4	0.89938635023296	0.0419881582741811	0	13	0.384615384615385	0.000365170594079012	1.44245639414589	0.0202593330147432
YLR099C	394	28.55	58.21	0.490465555746435	0.000548448847103084	-2	NA	3.96624381167258	0.0681368117449335	NA	NA	NA	0.000548186713076491	3.91995269389506	0.0826486916416027
YLR099WA	87	114.69	129.54	0.8853635942566	0.000827992075594143	-1.6	-9.3	12.4536163018393	0.0961372263535535	0	35	0.4	0.000646867289687409	8.72342676459657	0.217034593384661
YLR100W	347	223.48	229.91	0.97203253447001	0.0012312226542208	0	-5.1	31.3301467479602	0.136271352911836	0	25	0.36	0.0012418794662366	15.4824999803026	0.739515338905629
YLR102C	265	27.16	19.5	1.39282051282051	0.00150123707345283	0	-9.2	3.6369368783294	0.186509583504072	0	14	0.357142857142857	0.00144635320078933	1.31316058290592	0.0730497697013987
YLR103C	650	12.73	22.71	0.560546014971378	0.00070099491546112	-0.1	-4.4	1.81029709214395	0.0797136544317018	0	79	0.367088607594937	0.00071722496863862	1.52932701732274	0.0421873662322115
YLR104W	131	77.5	70.63	1.09726745009203	0.00122623135632485	0	-13.5	9.56821637219416	0.135469579105113	1	41	0.390243902439024	0.00108923298559846	4.7563349728536	0.199259882422603
YLR105C	377	11.39	25.98	0.438414164742109	0.00050523414896259	-2	-6.8	1.66894519903674	0.0642396150514527	0	26	0.384615384615385	0.000532635528114248	1.74953394584081	0.0358409206614125
YLR106C	4910	40.54	138.56	0.292580831408776	0.000383259951137013	-0.2	NA	6.8719569260159	0.0495955320872972	NA	NA	NA	0.000467422061299845	9.330847711151	0.167747848877736
YLR107W	404	18.56	33.38	0.556021569802277	0.000673664374647917	-0.3	-15.6	2.68748536396727	0.0805118443369464	0	4	0.75	0.000701828175225859	2.24786155166152	0.060677406575499
YLR108C	485	24.09	54.39	0.442912300055157	0.000565032649696636	0	-12.5	3.26533652333681	0.0600356044003825	0	51	0.411764705882353	0.000551040820149645	3.66270790278221	0.077626983335296
YLR109W	176	10071	5109.71	1.97095334177478	0.00447710826313253	0	-1	1310.72727330557	0.256516959534996	0	38	0.394736842105263	0.00419233924657924	344.095885234883	55.4833340098703
YLR110C	133	15388.41	8564.56	1.79675429911169	0.00511532593498869	0	-0.5	1984.2327334482	0.23167947138536	0	44	0.363636363636364	0.00474560136285068	576.750902663218	105.270379603997
YLR113W	435	110.08	171.29	0.642652811022243	0.000869347175659375	0	-15.7	14.7909460824514	0.0863503186552131	2	348	0.408045977011494	0.000840426741360631	11.5349372433823	0.372856527663661
YLR114C	764	30.47	67.06	0.454369221592604	0.00059623989889276	-2.6	-8.5	4.56842787348117	0.0681244836486903	0	76	0.381578947368421	0.000643182819436196	4.51592557382929	0.111714067036136
YLR115W	859	16.5	37.36	0.441648822269807	0.000557052774305204	0	-8.2	2.40536772157521	0.0643835043248183	0	25	0.36	0.0005842691532342	2.51588099371104	0.0565366022243679
YLR116W	476	23.3	35.05	0.664764621968616	0.000763616606490309	-1.5	NA	3.37953203659662	0.0964203148815014	NA	NA	NA	0.000796883974787427	2.36032197081295	0.0723424136107507
YLR117C	687	17.77	28.8	0.617013888888889	0.00077526802818467	-2.2	-17.3	2.68944124839176	0.0933833766802694	0	1	1	0.000844200470593183	1.93943716859952	0.0629720680929854
YLR118C	227	112.46	100.16	1.122803514377	0.00150101052819744	-2.5	-10.1	14.9576099737778	0.149337160281328	0	5	0.6	0.00143637205091083	6.74493148635165	0.372624272011689
YLR119W	213	22.24	22.18	1.00270513976555	0.00133425951399438	-4.1	NA	2.94184102462585	0.132634852327586	NA	NA	NA	0.0012698248080394	1.49363598609504	0.0729483088201493
YLR120C	569	61.6	68.24	0.902696365767878	0.001103869903975	-0.8	-7.5	8.93957024247821	0.131001908594347	0	114	0.350877192982456	0.00115258484266878	4.59538862448719	0.203714433644479
YLR121C	508	10.27	13.27	0.773926149208741	0.000888879274220195	-1.4	NA	1.4083764296219	0.106132360936089	NA	NA	NA	0.000877021351640189	0.893622612059568	0.0301433119647969
YLR126C	251	52.76	62.94	0.838258659040356	0.000982733425494846	0	NA	7.55931578110202	0.120103523690849	NA	NA	NA	0.00101305380233274	4.23847831221019	0.165146406549592
YLR127C	853	5.7	18.29	0.311645708037179	0.00037574664504895	-2.3	NA	0.82538043795908	0.0451274159627709	NA	NA	NA	0.000391465514485268	1.2316772851974	0.0185445839280623
YLR128W	269	15.92	17.56	0.906605922551253	0.00111465124799917	-3.6	-12.3	2.25064426910144	0.12816880803539	0	26	0.384615384615385	0.00113376196225857	1.18251794029887	0.0515651484768926
YLR129W	943	63.67	94.72	0.672191722972973	0.000932483994015183	-4.4	-9.5	10.00310565584	0.105607112076014	0	41	0.390243902439024	0.00105404820779238	6.37859335450507	0.258590188213556
YLR130C	422	20.77	64.96	0.319735221674877	0.000376766701997281	-0.9	-8.9	2.91415325595214	0.0448607336199529	1	135	0.355555555555556	0.000380336045683413	4.37450828028557	0.0639916608128139
YLR131C	770	18.07	29.59	0.610679283541737	0.000722259013235107	-4.7	NA	2.93140822047505	0.0990675302627595	NA	NA	NA	0.000843005098332817	1.99263700759929	0.064607813712802
YLR132C	290	10.34	16.8	0.61547619047619	0.000732357203461847	-3.1	-15.6	1.51253973681597	0.0900321271914267	0	28	0.392857142857143	0.00077077619646765	1.13133834834972	0.0335387949638072
YLR133W	582	43.75	38.64	1.13224637681159	0.00140040769430065	0	NA	6.26018204440787	0.162012992867698	NA	NA	NA	0.00144172515349903	2.60207820120435	0.144287753617224
YLR135W	748	6.02	14.15	0.425441696113074	0.000513707771618027	-3.3	NA	0.815183462066133	0.0576101386619175	NA	NA	NA	0.000500488481944504	0.95288319221122	0.0183425793207779
YLR136C	285	78.64	67.69	1.16176687841631	0.00142902497637139	-1.1	NA	11.0121138622883	0.162684500846334	NA	NA	NA	0.00143974669393704	4.5583507618924	0.252418093816922
YLR137W	367	14.07	24	0.58625	0.000618379821174625	-3.8	NA	1.9679721817067	0.0819988409044459	NA	NA	NA	0.000622299209335108	1.6161976404996	0.0386830197620064
YLR138W	985	24.48	77.15	0.317303953337654	0.000406167129842923	0	NA	3.76744985131942	0.0488327913327209	NA	NA	NA	0.000449738350608149	5.19540199852266	0.0898681355985331
YLR139C	643	9.89	12.71	0.778127458693942	0.000911820033211195	-0.7	-9.8	1.38869434125068	0.109259979642068	0	39	0.41025641025641	0.000921167455284628	0.855911333781245	0.0303245255880208
YLR141W	363	7.66	18.71	0.409406734366649	0.000456084885308831	-0.3	NA	1.0530840478836	0.056284556273843	NA	NA	NA	0.000451127214071547	1.25996074390614	0.0218616377014574
YLR142W	476	3.61	5.07	0.712031558185404	0.00101506182317607	-1	NA	0.512322675760658	0.101049837428138	NA	NA	NA	0.00103644903806767	0.34142175155554	0.0136102402298122
YLR143W	685	24.89	33.62	0.740333135038667	0.00100485334576064	0	-6.2	3.7361010622987	0.111127336772716	0	43	0.372093023255814	0.00108521423996987	2.26402352806652	0.0944980989340237
YLR144C	779	22.43	33.61	0.66736090449271	0.000892410200376254	-0.6	NA	3.46913555753437	0.103217362616316	NA	NA	NA	0.000993060264154965	2.26335011238298	0.0864478100183926
YLR145W	201	18.31	23.51	0.778817524457677	0.000846315422262296	0	-7.6	2.42078061075812	0.102968124660065	0	10	0.5	0.000805041789472744	1.58320027200606	0.0490208607719037
YLR146C	300	38.59	51.02	0.756370050960408	0.00108959208515248	-1.2	NA	5.23211370022367	0.102550248926375	NA	NA	NA	0.00106288289147451	3.43576681742873	0.140454529590031
YLR146WA	62	70.43	61.92	1.1374354005168	0.00120967052677458	-2.5	NA	7.13780383680523	0.115274609767526	NA	NA	NA	0.000882049791074296	4.16978991248896	0.141460089274408
YLR147C	101	119.32	55.06	2.16709044678532	0.00233223564348137	-3.2	NA	13.3656312295489	0.242746662360132	NA	NA	NA	0.00187960997075021	3.70782675357949	0.268048774455477
